n, m, tiempoTotal
200, 2930, 22096
200, 2935, 20217
200, 2940, 21788
200, 2945, 18672
200, 2950, 22695
200, 2955, 19449
200, 2960, 24146
200, 2965, 22849
200, 2970, 22024
200, 2975, 20680
200, 2980, 17903
200, 2985, 22398
200, 2990, 21397
200, 2995, 23790
200, 3000, 21887
200, 3005, 21545
200, 3010, 20564
200, 3015, 19676
200, 3020, 23673
200, 3025, 18731
200, 3030, 21832
200, 3035, 21219
200, 3040, 22167
200, 3045, 19595
200, 3050, 23156
200, 3055, 21702
200, 3060, 25296
200, 3065, 21178
200, 3070, 25835
200, 3075, 19112
200, 3080, 21461
200, 3085, 20588
200, 3090, 21628
200, 3095, 24550
200, 3100, 19756
200, 3105, 22803
200, 3110, 22624
200, 3115, 20932
200, 3120, 21761
200, 3125, 22880
200, 3130, 23360
200, 3135, 20263
200, 3140, 20739
200, 3145, 21259
200, 3150, 20242
200, 3155, 20148
200, 3160, 17400
200, 3165, 22527
200, 3170, 21700
200, 3175, 23327
200, 3180, 25132
200, 3185, 23241
200, 3190, 21323
200, 3195, 24927
200, 3200, 20660
200, 3205, 17458
200, 3210, 25415
200, 3215, 19477
200, 3220, 22445
200, 3225, 19351
200, 3230, 22608
200, 3235, 21029
200, 3240, 24329
200, 3245, 20839
200, 3250, 18023
200, 3255, 23612
200, 3260, 21482
200, 3265, 24856
200, 3270, 20181
200, 3275, 24698
200, 3280, 22440
200, 3285, 23280
200, 3290, 19758
200, 3295, 24474
200, 3300, 19075
200, 3305, 23374
200, 3310, 23253
200, 3315, 20040
200, 3320, 19669
200, 3325, 21123
200, 3330, 20507
200, 3335, 23442
200, 3340, 23272
200, 3345, 18305
200, 3350, 20276
200, 3355, 21004
200, 3360, 20844
200, 3365, 21504
200, 3370, 21523
200, 3375, 21019
200, 3380, 21472
200, 3385, 22794
200, 3390, 22396
200, 3395, 24408
200, 3400, 19493
200, 3405, 25560
200, 3410, 20712
200, 3415, 24801
200, 3420, 19879
200, 3425, 21565
200, 3430, 24446
200, 3435, 22609
200, 3440, 22605
200, 3445, 23027
200, 3450, 23568
200, 3455, 23070
200, 3460, 21346
200, 3465, 17987
200, 3470, 22398
200, 3475, 22538
200, 3480, 24835
200, 3485, 21809
200, 3490, 21631
200, 3495, 22276
200, 3500, 18705
200, 3505, 26399
200, 3510, 22914
200, 3515, 21350
200, 3520, 20404
200, 3525, 26373
200, 3530, 22766
200, 3535, 22085
200, 3540, 22172
200, 3545, 24350
200, 3550, 21553
200, 3555, 22481
200, 3560, 24026
200, 3565, 25921
200, 3570, 20836
200, 3575, 19974
200, 3580, 24912
200, 3585, 23243
200, 3590, 20541
200, 3595, 21778
200, 3600, 23190
200, 3605, 22795
200, 3610, 20818
200, 3615, 22720
200, 3620, 24588
200, 3625, 23583
200, 3630, 21855
200, 3635, 24616
200, 3640, 22611
200, 3645, 20778
200, 3650, 19768
200, 3655, 20649
200, 3660, 21457
200, 3665, 19717
200, 3670, 21187
200, 3675, 23508
200, 3680, 29311
200, 3685, 23208
200, 3690, 20770
200, 3695, 19180
200, 3700, 30726
200, 3705, 27188
200, 3710, 26323
200, 3715, 21101
200, 3720, 22572
200, 3725, 22774
200, 3730, 23829
200, 3735, 20163
200, 3740, 23464
200, 3745, 25145
200, 3750, 22502
200, 3755, 23095
200, 3760, 26891
200, 3765, 19932
200, 3770, 20472
200, 3775, 22919
200, 3780, 24191
200, 3785, 27991
200, 3790, 20925
200, 3795, 23129
200, 3800, 21093
200, 3805, 24127
200, 3810, 22015
200, 3815, 22908
200, 3820, 27713
200, 3825, 26369
200, 3830, 22636
200, 3835, 23585
200, 3840, 21742
200, 3845, 26537
200, 3850, 21908
200, 3855, 26467
200, 3860, 28470
200, 3865, 26114
200, 3870, 27378
200, 3875, 28929
200, 3880, 27120
200, 3885, 22416
200, 3890, 22713
200, 3895, 23269
200, 3900, 28842
200, 3905, 21155
200, 3910, 18852
200, 3915, 22089
200, 3920, 23923
200, 3925, 22191
200, 3930, 23629
200, 3935, 22719
200, 3940, 21020
200, 3945, 24576
200, 3950, 23695
200, 3955, 23447
200, 3960, 21797
200, 3965, 24652
200, 3970, 22986
200, 3975, 22575
200, 3980, 19886
200, 3985, 21251
200, 3990, 26611
200, 3995, 22228
200, 4000, 26463
200, 4005, 22750
200, 4010, 24531
200, 4015, 27307
200, 4020, 20464
200, 4025, 22028
200, 4030, 20834
200, 4035, 22456
200, 4040, 28344
200, 4045, 26281
200, 4050, 31882
200, 4055, 24311
200, 4060, 27939
200, 4065, 23257
200, 4070, 25805
200, 4075, 25630
200, 4080, 25213
200, 4085, 27592
200, 4090, 22577
200, 4095, 22247
200, 4100, 25284
200, 4105, 24552
200, 4110, 19628
200, 4115, 23228
200, 4120, 24887
200, 4125, 24707
200, 4130, 21450
200, 4135, 29597
200, 4140, 23149
200, 4145, 29483
200, 4150, 24121
200, 4155, 23238
200, 4160, 18754
200, 4165, 22028
200, 4170, 21063
200, 4175, 23328
200, 4180, 24161
200, 4185, 25179
200, 4190, 23652
200, 4195, 23765
200, 4200, 25998
200, 4205, 27677
200, 4210, 29537
200, 4215, 27798
200, 4220, 26455
200, 4225, 27586
200, 4230, 29922
200, 4235, 23264
200, 4240, 26522
200, 4245, 27017
200, 4250, 33717
200, 4255, 24411
200, 4260, 20990
200, 4265, 25145
200, 4270, 33825
200, 4275, 30452
200, 4280, 24691
200, 4285, 26017
200, 4290, 23209
200, 4295, 26255
200, 4300, 26190
200, 4305, 25587
200, 4310, 22075
200, 4315, 24755
200, 4320, 22775
200, 4325, 26390
200, 4330, 29965
200, 4335, 26086
200, 4340, 25163
200, 4345, 24494
200, 4350, 24054
200, 4355, 28619
200, 4360, 25411
200, 4365, 27514
200, 4370, 29514
200, 4375, 25881
200, 4380, 24841
200, 4385, 24415
200, 4390, 23598
200, 4395, 25381
200, 4400, 26339
200, 4405, 23561
200, 4410, 24770
200, 4415, 25458
200, 4420, 23043
200, 4425, 28284
200, 4430, 26211
200, 4435, 26564
200, 4440, 27663
200, 4445, 22855
200, 4450, 22758
200, 4455, 25783
200, 4460, 25785
200, 4465, 19638
200, 4470, 27172
200, 4475, 22863
200, 4480, 34285
200, 4485, 25938
200, 4490, 27111
200, 4495, 25503
200, 4500, 29517
200, 4505, 24774
200, 4510, 29141
200, 4515, 21085
200, 4520, 26726
200, 4525, 23610
200, 4530, 26370
200, 4535, 29416
200, 4540, 27939
200, 4545, 23919
200, 4550, 24599
200, 4555, 26439
200, 4560, 28230
200, 4565, 24496
200, 4570, 24764
200, 4575, 27610
200, 4580, 27223
200, 4585, 24045
200, 4590, 22180
200, 4595, 25764
200, 4600, 24253
200, 4605, 23216
200, 4610, 24518
200, 4615, 23142
200, 4620, 25403
200, 4625, 25091
200, 4630, 25564
200, 4635, 27460
200, 4640, 28144
200, 4645, 21160
200, 4650, 27043
200, 4655, 27936
200, 4660, 21216
200, 4665, 22257
200, 4670, 24021
200, 4675, 28019
200, 4680, 27758
200, 4685, 26835
200, 4690, 28002
200, 4695, 23136
200, 4700, 27411
200, 4705, 23605
200, 4710, 27336
200, 4715, 23911
200, 4720, 25577
200, 4725, 26468
200, 4730, 26374
200, 4735, 25432
200, 4740, 20625
200, 4745, 25921
200, 4750, 25563
200, 4755, 24178
200, 4760, 21725
200, 4765, 25712
200, 4770, 25307
200, 4775, 23108
200, 4780, 24254
200, 4785, 23461
200, 4790, 24046
200, 4795, 22370
200, 4800, 24042
200, 4805, 26644
200, 4810, 26915
200, 4815, 25777
200, 4820, 24951
200, 4825, 24799
200, 4830, 21446
200, 4835, 24100
200, 4840, 25947
200, 4845, 27962
200, 4850, 25671
200, 4855, 27147
200, 4860, 30023
200, 4865, 26363
200, 4870, 29591
200, 4875, 26737
200, 4880, 22352
200, 4885, 26811
200, 4890, 24553
200, 4895, 24526
200, 4900, 24167
200, 4905, 32130
200, 4910, 27474
200, 4915, 32023
200, 4920, 29184
200, 4925, 23243
200, 4930, 28203
200, 4935, 27624
200, 4940, 24587
200, 4945, 26126
200, 4950, 23870
200, 4955, 28029
200, 4960, 26574
200, 4965, 24635
200, 4970, 21006
200, 4975, 23432
200, 4980, 25209
200, 4985, 36142
200, 4990, 23476
200, 4995, 26347
200, 5000, 25727
200, 5005, 32159
200, 5010, 34717
200, 5015, 32901
200, 5020, 31314
200, 5025, 28959
200, 5030, 33606
200, 5035, 21005
200, 5040, 22488
200, 5045, 32558
200, 5050, 31368
200, 5055, 23040
200, 5060, 26429
200, 5065, 26659
200, 5070, 27227
200, 5075, 25553
200, 5080, 37059
200, 5085, 31849
200, 5090, 30521
200, 5095, 27193
200, 5100, 23929
200, 5105, 26332
200, 5110, 25593
200, 5115, 32508
200, 5120, 27056
200, 5125, 24241
200, 5130, 26031
200, 5135, 24423
200, 5140, 27873
200, 5145, 24195
200, 5150, 27441
200, 5155, 25444
200, 5160, 25770
200, 5165, 27217
200, 5170, 24693
200, 5175, 21871
200, 5180, 28128
200, 5185, 27314
200, 5190, 26007
200, 5195, 25335
200, 5200, 27984
200, 5205, 29276
200, 5210, 26250
200, 5215, 27117
200, 5220, 23705
200, 5225, 22965
200, 5230, 33820
200, 5235, 27768
200, 5240, 30469
200, 5245, 22826
200, 5250, 31052
200, 5255, 23272
200, 5260, 33111
200, 5265, 24325
200, 5270, 31845
200, 5275, 23954
200, 5280, 32284
200, 5285, 29712
200, 5290, 29964
200, 5295, 29915
200, 5300, 32900
200, 5305, 28392
200, 5310, 27098
200, 5315, 29493
200, 5320, 28984
200, 5325, 29907
200, 5330, 27539
200, 5335, 25275
200, 5340, 28936
200, 5345, 32046
200, 5350, 30746
200, 5355, 30690
200, 5360, 28137
200, 5365, 25328
200, 5370, 28239
200, 5375, 28111
200, 5380, 29133
200, 5385, 33279
200, 5390, 24906
200, 5395, 27947
200, 5400, 25327
200, 5405, 28031
200, 5410, 27177
200, 5415, 28281
200, 5420, 30623
200, 5425, 29479
200, 5430, 33892
200, 5435, 28737
200, 5440, 24754
200, 5445, 33168
200, 5450, 31039
200, 5455, 29319
200, 5460, 27176
200, 5465, 28808
200, 5470, 25440
200, 5475, 32679
200, 5480, 28332
200, 5485, 30344
200, 5490, 26923
200, 5495, 29093
200, 5500, 26446
200, 5505, 22428
200, 5510, 32665
200, 5515, 27649
200, 5520, 32008
200, 5525, 31911
200, 5530, 26308
200, 5535, 28094
200, 5540, 29472
200, 5545, 31474
200, 5550, 24909
200, 5555, 28506
200, 5560, 28748
200, 5565, 23871
200, 5570, 24816
200, 5575, 30787
200, 5580, 22724
200, 5585, 28168
200, 5590, 30631
200, 5595, 30563
200, 5600, 29354
200, 5605, 26932
200, 5610, 29565
200, 5615, 26153
200, 5620, 25925
200, 5625, 28929
200, 5630, 27796
200, 5635, 37617
200, 5640, 37254
200, 5645, 27936
200, 5650, 32709
200, 5655, 25998
200, 5660, 25242
200, 5665, 29888
200, 5670, 26292
200, 5675, 28389
200, 5680, 31067
200, 5685, 34175
200, 5690, 26891
200, 5695, 28467
200, 5700, 32881
200, 5705, 27965
200, 5710, 25586
200, 5715, 25829
200, 5720, 28834
200, 5725, 31966
200, 5730, 35311
200, 5735, 32895
200, 5740, 29610
200, 5745, 27069
200, 5750, 30798
200, 5755, 26473
200, 5760, 34274
200, 5765, 32703
200, 5770, 25854
200, 5775, 40457
200, 5780, 34426
200, 5785, 27864
200, 5790, 28587
200, 5795, 32686
200, 5800, 29754
200, 5805, 25370
200, 5810, 27853
200, 5815, 30728
200, 5820, 34690
200, 5825, 29188
200, 5830, 28157
200, 5835, 26764
200, 5840, 33815
200, 5845, 27545
200, 5850, 28556
200, 5855, 31477
200, 5860, 28272
200, 5865, 27744
200, 5870, 37086
200, 5875, 32855
200, 5880, 30593
200, 5885, 27843
200, 5890, 22627
200, 5895, 28299
200, 5900, 30329
200, 5905, 27238
200, 5910, 26179
200, 5915, 30857
200, 5920, 31273
200, 5925, 29275
200, 5930, 28316
200, 5935, 25804
200, 5940, 27494
200, 5945, 30159
200, 5950, 25842
200, 5955, 31170
200, 5960, 24491
200, 5965, 33436
200, 5970, 28867
200, 5975, 29242
200, 5980, 31034
200, 5985, 35108
200, 5990, 27484
200, 5995, 28648
200, 6000, 27131
200, 6005, 29161
200, 6010, 27214
200, 6015, 25338
200, 6020, 30780
200, 6025, 27296
200, 6030, 30426
200, 6035, 26263
200, 6040, 29695
200, 6045, 26622
200, 6050, 33032
200, 6055, 28313
200, 6060, 30030
200, 6065, 33144
200, 6070, 29794
200, 6075, 27723
200, 6080, 26755
200, 6085, 30021
200, 6090, 26571
200, 6095, 27717
200, 6100, 26952
200, 6105, 29187
200, 6110, 27368
200, 6115, 30218
200, 6120, 29873
200, 6125, 29234
200, 6130, 29637
200, 6135, 29210
200, 6140, 27905
200, 6145, 33883
200, 6150, 31578
200, 6155, 29111
200, 6160, 37422
200, 6165, 43419
200, 6170, 38001
200, 6175, 27378
200, 6180, 51441
200, 6185, 39075
200, 6190, 28926
200, 6195, 32282
200, 6200, 37626
200, 6205, 35612
200, 6210, 33293
200, 6215, 35909
200, 6220, 31855
200, 6225, 32474
200, 6230, 34980
200, 6235, 26985
200, 6240, 31522
200, 6245, 42735
200, 6250, 29668
200, 6255, 33573
200, 6260, 34424
200, 6265, 30965
200, 6270, 25767
200, 6275, 25815
200, 6280, 33221
200, 6285, 34446
200, 6290, 26276
200, 6295, 32287
