RCL, iterations, tiempoTotal, promedioAcierto
3, 426, 54533866, 100
3, 427, 55259280, 99.9008
3, 428, 54009430, 100
3, 429, 55981235, 100
3, 430, 54744998, 100
3, 431, 55099164, 100
3, 432, 53900234, 100
3, 433, 55788351, 100
3, 434, 54432779, 100
3, 435, 56096846, 100
3, 436, 55992872, 99.9008
3, 437, 55001493, 100
3, 438, 55550004, 100
3, 439, 56098579, 100
3, 440, 56124088, 100
3, 441, 57521631, 99.9008
3, 442, 56525729, 100
3, 443, 57386304, 100
3, 444, 56401733, 100
3, 445, 56806957, 100
3, 446, 57813439, 100
3, 447, 56499073, 100
3, 448, 57627828, 100
3, 449, 58095939, 100
3, 450, 57627782, 100
3, 451, 57618815, 100
3, 452, 56884771, 100
3, 453, 56986804, 100
3, 454, 57878479, 100
3, 455, 56386869, 100
3, 456, 57808276, 100
3, 457, 58228709, 100
3, 458, 58900427, 100
3, 459, 58261223, 100
3, 460, 59491562, 100
3, 461, 59372940, 100
3, 462, 59092498, 100
3, 463, 58204800, 99.9008
3, 464, 58577588, 100
3, 465, 60346121, 100
3, 466, 59428484, 100
3, 467, 59718036, 100
3, 468, 58960298, 100
3, 469, 60587146, 100
3, 470, 59117666, 100
3, 471, 60047579, 100
3, 472, 61303934, 100
3, 473, 60162834, 100
3, 474, 61328730, 100
3, 475, 60307699, 99.9008
3, 476, 61442340, 100
3, 477, 60089243, 100
3, 478, 61402467, 100
3, 479, 60005748, 100
3, 480, 62680538, 99.9008
3, 481, 59516149, 100
3, 482, 60719816, 100
3, 483, 61138454, 100
3, 484, 62461017, 100
3, 485, 60572450, 100
3, 486, 62503637, 100
3, 487, 62692500, 100
3, 488, 61334696, 100
3, 489, 61309214, 99.8016
3, 490, 62113771, 100
3, 491, 63635820, 100
3, 492, 62274438, 99.9008
3, 493, 63076235, 100
3, 494, 63575245, 100
3, 495, 62797218, 100
3, 496, 63327956, 100
3, 497, 62841666, 100
3, 498, 64963313, 99.9008
3, 499, 63517124, 100
3, 500, 64322816, 100
3, 501, 63334051, 100
3, 502, 65005118, 100
3, 503, 63781551, 100
3, 504, 64374565, 100
3, 505, 62132608, 100
3, 506, 63864005, 99.9008
3, 507, 64035493, 100
3, 508, 64510508, 100
3, 509, 64012057, 100
3, 510, 64418047, 100
3, 511, 64646125, 100
3, 512, 65666885, 100
3, 513, 65337275, 100
3, 514, 66385277, 100
3, 515, 64120906, 100
3, 516, 66402859, 100
3, 517, 66090582, 100
3, 518, 65882203, 100
3, 519, 64560876, 99.9008
3, 520, 64982521, 100
3, 521, 65730062, 100
3, 522, 66133653, 100
3, 523, 66079154, 100
3, 524, 66246754, 100
3, 525, 67178399, 100
3, 526, 66312536, 100
3, 527, 66167908, 100
3, 528, 66682509, 100
3, 529, 68199595, 100
3, 530, 66670875, 100
3, 531, 67734569, 100
3, 532, 67581454, 100
3, 533, 69196857, 100
3, 534, 68178560, 100
3, 535, 67395544, 100
3, 536, 66575338, 100
3, 537, 68012893, 100
3, 538, 69328326, 100
3, 539, 69305049, 100
3, 540, 69791761, 100
3, 541, 68817326, 100
3, 542, 68587867, 100
3, 543, 70197271, 99.9008
3, 544, 67993287, 100
3, 545, 69156396, 100
3, 546, 68775399, 100
3, 547, 70318490, 100
3, 548, 69146205, 100
3, 549, 70422082, 100
3, 550, 70508987, 99.9008
3, 551, 69471176, 100
3, 552, 71022558, 100
3, 553, 70915130, 100
3, 554, 71740136, 100
3, 555, 71177154, 100
3, 556, 71107807, 100
3, 557, 71747750, 100
3, 558, 69944001, 100
3, 559, 71262835, 100
3, 560, 71476042, 100
3, 561, 72053394, 100
3, 562, 70927275, 100
3, 563, 72209834, 100
3, 564, 71909546, 100
3, 565, 71254877, 100
3, 566, 72527736, 100
3, 567, 71405838, 100
3, 568, 71818145, 100
3, 569, 72840768, 100
3, 570, 72712797, 100
3, 571, 72890476, 100
3, 572, 72719852, 100
3, 573, 71380736, 100
3, 574, 74281941, 100
3, 575, 71552772, 100
3, 576, 72788611, 100
3, 577, 72432336, 100
3, 578, 72975969, 100
3, 579, 72876182, 100
3, 580, 73096755, 100
3, 581, 73509944, 100
3, 582, 73641913, 100
3, 583, 73622269, 100
3, 584, 74225215, 100
3, 585, 74448469, 100
3, 586, 75162821, 100
3, 587, 75976251, 100
3, 588, 75523955, 100
3, 589, 74811698, 100
3, 590, 75217670, 100
3, 591, 73796133, 100
3, 592, 74469246, 99.9008
3, 593, 75453082, 100
3, 594, 75826276, 100
3, 595, 75395738, 100
3, 596, 75315944, 100
3, 597, 76006511, 100
3, 598, 76894559, 100
3, 599, 75990866, 100
3, 600, 76276646, 100
3, 601, 76136785, 100
3, 602, 77961334, 100
3, 603, 77217312, 100
3, 604, 76594946, 100
3, 605, 77368972, 100
3, 606, 76404892, 100
3, 607, 76468740, 100
3, 608, 77551694, 100
3, 609, 76193818, 100
3, 610, 79213666, 100
3, 611, 77148607, 100
3, 612, 78543924, 100
3, 613, 78081857, 100
3, 614, 76839425, 100
3, 615, 78026180, 100
3, 616, 77434094, 100
3, 617, 78677574, 100
3, 618, 78708216, 100
3, 619, 78135732, 100
3, 620, 78710614, 100
3, 621, 79642527, 100
3, 622, 78825283, 100
3, 623, 80165216, 100
3, 624, 79285510, 100
3, 625, 81598194, 100
3, 626, 79945171, 100
3, 627, 79792121, 100
3, 628, 80169097, 100
3, 629, 80436584, 100
3, 630, 81423874, 100
3, 631, 80380086, 100
3, 632, 81156401, 100
3, 633, 80871901, 100
3, 634, 80382293, 100
3, 635, 81491024, 100
3, 636, 79765186, 100
3, 637, 81679497, 100
3, 638, 81715899, 100
3, 639, 80668849, 100
3, 640, 80497421, 100
3, 641, 82657332, 100
3, 642, 83340403, 100
3, 643, 81085847, 100
3, 644, 79357510, 100
3, 645, 81033818, 100
3, 646, 82520154, 100
3, 647, 81268095, 100
3, 648, 83324384, 100
3, 649, 83638999, 100
3, 650, 83549031, 100
3, 651, 81348200, 100
3, 652, 82337557, 100
3, 653, 83273003, 100
3, 654, 81886325, 100
3, 655, 79888295, 100
3, 656, 81980845, 100
3, 657, 84271554, 100
3, 658, 82456754, 100
3, 659, 83853052, 100
3, 660, 85145385, 99.9008
3, 661, 84776944, 100
3, 662, 86101489, 100
3, 663, 84729430, 100
3, 664, 84213278, 100
3, 665, 84928698, 100
3, 666, 84544631, 100
3, 667, 84370360, 100
3, 668, 84208858, 100
3, 669, 84607170, 100
3, 670, 84940336, 100
3, 671, 85938992, 100
3, 672, 84130622, 100
3, 673, 87224351, 100
3, 674, 87212509, 100
3, 675, 87507906, 100
3, 676, 85841315, 100
3, 677, 86785792, 100
3, 678, 85632977, 100
3, 679, 87768015, 100
3, 680, 86024688, 100
3, 681, 86047884, 100
3, 682, 86767085, 100
3, 683, 87820657, 100
3, 684, 86464945, 100
3, 685, 87908685, 100
3, 686, 88060681, 100
3, 687, 85948321, 100
3, 688, 87177546, 100
3, 689, 87772272, 100
3, 690, 88479129, 100
3, 691, 87993780, 100
3, 692, 87498023, 100
3, 693, 87648294, 100
3, 694, 87011038, 100
3, 695, 89008078, 100
3, 696, 86854271, 100
3, 697, 88958255, 100
3, 698, 87928096, 100
3, 699, 89703850, 100
3, 700, 87517903, 100
3, 701, 89019601, 100
3, 702, 89882511, 100
3, 703, 90016981, 100
3, 704, 91249636, 100
3, 705, 91906123, 100
3, 706, 90488240, 100
3, 707, 90705782, 100
3, 708, 89989011, 100
3, 709, 89958544, 100
3, 710, 89545456, 100
3, 711, 90178721, 100
3, 712, 90308226, 100
3, 713, 91412092, 100
3, 714, 90511949, 100
3, 715, 91418815, 100
3, 716, 91702234, 100
3, 717, 90232420, 100
3, 718, 90033623, 100
3, 719, 91401134, 100
3, 720, 91274378, 100
3, 721, 92831832, 100
3, 722, 91767993, 100
3, 723, 91355740, 100
3, 724, 92226096, 100
3, 725, 92840304, 100
3, 726, 91969143, 100
3, 727, 91629584, 100
3, 728, 93522281, 100
3, 729, 93935878, 100
3, 730, 95624421, 100
3, 731, 92731050, 100
3, 732, 93930810, 100
3, 733, 93515713, 100
3, 734, 93138579, 100
3, 735, 91680640, 100
3, 736, 94282518, 100
3, 737, 94598138, 100
3, 738, 92199754, 100
3, 739, 95563520, 100
3, 740, 95135170, 100
3, 741, 92530224, 100
3, 742, 94596958, 100
3, 743, 94396074, 100
3, 744, 94941442, 100
3, 745, 94680456, 100
3, 746, 96044954, 100
3, 747, 95661565, 100
3, 748, 96094023, 100
3, 749, 98111846, 100
3, 750, 97413868, 100
3, 751, 94370993, 100
3, 752, 95747801, 100
3, 753, 96398071, 100
3, 754, 94429928, 100
3, 755, 96460390, 100
3, 756, 95990904, 100
3, 757, 95432707, 100
3, 758, 95321524, 100
3, 759, 96388126, 100
3, 760, 96054172, 100
3, 761, 94137999, 100
3, 762, 97293633, 100
3, 763, 96572963, 100
3, 764, 98102366, 100
3, 765, 96599204, 100
3, 766, 96145385, 100
3, 767, 97587105, 100
3, 768, 97349241, 100
3, 769, 97765080, 100
3, 770, 98896353, 100
3, 771, 96681925, 100
3, 772, 96780059, 100
3, 773, 98933413, 100
3, 774, 99372419, 100
3, 775, 97778196, 100
3, 776, 98432667, 100
3, 777, 98886153, 100
3, 778, 97533381, 100
3, 779, 98207123, 100
3, 780, 97353733, 100
3, 781, 100727264, 100
3, 782, 101019080, 100
3, 783, 100588021, 100
3, 784, 99167753, 100
3, 785, 100063249, 100
3, 786, 99653116, 100
3, 787, 100876580, 100
3, 788, 100933222, 100
3, 789, 99431472, 100
3, 790, 99734136, 100
3, 791, 100151058, 100
3, 792, 101762190, 100
3, 793, 100294870, 100
3, 794, 100945497, 100
3, 795, 100567572, 100
3, 796, 101414748, 100
3, 797, 101380514, 100
3, 798, 102638721, 100
3, 799, 101086391, 100
3, 800, 101283551, 100
3, 801, 101610926, 100
3, 802, 102725821, 100
3, 803, 101962451, 100
3, 804, 102226653, 100
3, 805, 108019502, 100
3, 806, 103433248, 100
3, 807, 106243307, 100
3, 808, 108478485, 100
3, 809, 103703508, 100
3, 810, 103314468, 100
3, 811, 102256177, 100
3, 812, 101293929, 100
3, 813, 102462112, 100
3, 814, 107584074, 100
3, 815, 105028247, 100
3, 816, 104151833, 100
3, 817, 111099858, 100
3, 818, 107995390, 100
3, 819, 105265438, 100
3, 820, 107734577, 100
3, 821, 107692772, 100
3, 822, 113365806, 100
3, 823, 106737175, 100
3, 824, 104111215, 100
3, 825, 105724410, 100
3, 826, 104819605, 100
3, 827, 105032824, 100
3, 828, 103680460, 100
3, 829, 105451339, 100
3, 830, 105379728, 100
3, 831, 104955653, 100
3, 832, 105047295, 100
3, 833, 107798541, 100
3, 834, 105650426, 100
3, 835, 105434379, 100
3, 836, 105954646, 100
3, 837, 105334852, 100
3, 838, 106224214, 100
3, 839, 106371722, 100
3, 840, 106208716, 100
3, 841, 107014249, 100
3, 842, 109705450, 100
3, 843, 109679989, 100
3, 844, 107859307, 100
3, 845, 107170958, 100
3, 846, 106631408, 100
3, 847, 107938483, 100
3, 848, 107817130, 100
3, 849, 107181747, 100
3, 850, 107265603, 100
3, 851, 108324210, 100
3, 852, 108749044, 100
3, 853, 107847617, 100
3, 854, 107417631, 100
3, 855, 108463816, 100
3, 856, 107755361, 100
3, 857, 108113740, 100
3, 858, 108022080, 100
3, 859, 108841295, 100
3, 860, 109392774, 100
3, 861, 108173399, 100
3, 862, 108937512, 100
3, 863, 109538837, 100
3, 864, 109209879, 100
3, 865, 109164305, 100
3, 866, 109021367, 100
3, 867, 109895086, 100
3, 868, 109921281, 100
3, 869, 110363249, 100
3, 870, 109686024, 100
3, 871, 110084273, 100
3, 872, 110556929, 100
3, 873, 109927400, 100
3, 874, 111729598, 100
3, 875, 109987341, 100
3, 876, 110611388, 100
3, 877, 112144710, 100
3, 878, 110194411, 100
3, 879, 110286845, 100
3, 880, 111343331, 100
3, 881, 112428402, 100
3, 882, 111277996, 100
3, 883, 110866168, 100
3, 884, 112480338, 100
3, 885, 112350660, 100
3, 886, 111415326, 100
3, 887, 112156709, 100
3, 888, 112787758, 100
3, 889, 112274476, 100
3, 890, 112723420, 100
3, 891, 112481969, 100
3, 892, 112896734, 100
3, 893, 112427973, 100
3, 894, 112826406, 100
3, 895, 113296369, 100
3, 896, 113667101, 100
3, 897, 112906580, 100
3, 898, 113057717, 100
3, 899, 112591493, 100
3, 900, 113681187, 100
3, 901, 113742441, 100
3, 902, 114372206, 100
3, 903, 114348978, 100
3, 904, 115978226, 100
3, 905, 112802121, 100
3, 906, 115293225, 100
3, 907, 115918644, 100
3, 908, 113299519, 100
3, 909, 115440802, 100
3, 910, 113859550, 100
3, 911, 116273595, 100
3, 912, 115195199, 100
3, 913, 115224934, 100
3, 914, 115134665, 100
3, 915, 115264502, 100
3, 916, 114905725, 100
3, 917, 115101934, 100
3, 918, 116065640, 100
3, 919, 117417475, 100
3, 920, 117740714, 100
3, 921, 117858558, 100
3, 922, 116333591, 100
3, 923, 115365201, 100
3, 924, 116389051, 100
3, 925, 117024358, 100
3, 926, 117676922, 100
3, 927, 117742475, 100
3, 928, 117039950, 100
3, 929, 116585952, 100
3, 930, 117618146, 100
3, 931, 117938565, 100
3, 932, 119256638, 100
3, 933, 118363463, 100
3, 934, 116901187, 100
3, 935, 119790390, 100
3, 936, 117926090, 100
3, 937, 120237243, 100
3, 938, 118703230, 100
3, 939, 119317481, 100
3, 940, 118883508, 100
3, 941, 119645094, 100
3, 942, 118394284, 100
3, 943, 119332877, 100
3, 944, 119604678, 100
3, 945, 119549623, 100
3, 946, 119818867, 100
3, 947, 119450819, 100
3, 948, 120053048, 100
3, 949, 120826362, 100
3, 950, 124620793, 100
3, 951, 121698692, 100
3, 952, 120807832, 100
3, 953, 119851810, 100
3, 954, 121100850, 100
3, 955, 119193696, 100
3, 956, 120087452, 100
3, 957, 121166786, 100
3, 958, 122722324, 100
3, 959, 121069662, 100
3, 960, 123058454, 100
3, 961, 123399700, 100
3, 962, 121134868, 100
3, 963, 121233084, 100
3, 964, 121835075, 100
3, 965, 121299935, 100
3, 966, 123331139, 100
3, 967, 122628517, 100
3, 968, 122938136, 100
3, 969, 125190519, 100
3, 970, 122484195, 100
3, 971, 123103695, 100
3, 972, 123537634, 100
3, 973, 123800149, 100
3, 974, 133407889, 100
3, 975, 134086231, 100
3, 976, 128124518, 100
3, 977, 125087707, 100
3, 978, 129611203, 100
3, 979, 126976359, 100
3, 980, 142009931, 100
3, 981, 123888929, 100
3, 982, 126669839, 100
3, 983, 124519643, 100
3, 984, 125710211, 100
3, 985, 124427440, 100
3, 986, 125523000, 100
3, 987, 131682608, 100
3, 988, 144724270, 100
3, 989, 147488004, 100
3, 990, 146789422, 100
3, 991, 147162040, 100
3, 992, 151758741, 100
3, 993, 147953885, 100
3, 994, 141870050, 100
3, 995, 143947456, 100
3, 996, 161882828, 100
3, 997, 126267444, 100
3, 998, 125208162, 100
3, 999, 125232383, 100
3, 1000, 125438663, 100
