n, m, tiempoTotal
1, 0, 7134
2, 1, 5556
3, 3, 12755
4, 6, 32678
5, 10, 83198
6, 15, 172546
7, 21, 272359
8, 28, 559169
9, 36, 1216248
10, 45, 2789646
11, 55, 5892375
12, 66, 12513959
13, 78, 35253232
14, 91, 94480071
15, 105, 182251113
16, 120, 260538654
17, 136, 542935402
18, 153, 1144725062
19, 171, 2377800585
20, 190, 5006126527
21, 210, 10406640429
22, 231, 22087296650
23, 253, 45937165514
24, 276, 94783691342
25, 300, 197543471461
26, 325, 438042524095

